batting_average,batting_strike_rate,ducks,fifties,highest_score,hundreds,innings_batted,last_played_year,matches_played,not_outs,player,playing_span,runs,start_year,team_name
0.0,0.0,0,0,,0,0,2008,1,0,P Dharmani,,0,2008,Kings XI Punjab
23.62,113.85,0,0,25,0,20,2024,33,12,R Dhawan,,189,2014,Kings XI Punjab
3.36,75.51,7,0,13,0,16,2013,36,5,R Sharma,,37,2011,Pune Warriors
11.0,157.14,1,0,22,0,5,2023,7,1,D Pretorius,,44,2022,Chennai Super Kings
0.0,161.53,0,0,18,0,3,2024,17,3,M Markande,,21,2023,Sunrisers Hyderabad
30.32,131.01,2,5,68,0,36,2024,38,8,AK Markram,,849,2022,Sunrisers Hyderabad
16.9,122.46,0,0,27,0,13,2020,15,3,S Dube,,169,2019,Royal Challengers Bangalore
38.04,146.99,2,15,96,0,45,2024,45,2,F du Plessis,,1636,2022,Royal Challengers Bangalore
13.8,102.98,1,0,24,0,6,2012,11,1,SP Goswami,,69,2012,Rajasthan Royals
12.0,173.49,1,0,33,0,17,2019,22,5,K Gowtham,,144,2018,Rajasthan Royals
11.0,95.65,0,0,12,0,2,2023,2,0,PK Garg,,22,2023,Delhi Daredevils
0.0,50.0,0,0,1,0,1,2008,2,1,PM Sarvesh Kumar,,1,2008,Deccan Chargers
10.12,176.08,1,0,33,0,9,2008,10,1,Shahid Afridi,,81,2008,Deccan Chargers
29.72,108.63,0,1,79,0,16,2012,20,5,JEC Franklin,,327,2011,Mumbai Indians
31.61,124.28,10,27,93,0,108,2017,108,12,G Gambhir,,3035,2011,Kolkata Knight Riders
37.88,130.11,1,7,99,0,30,2024,30,4,S Dhawan,,985,2022,Kings XI Punjab
10.5,82.35,1,0,24,0,4,2011,4,0,GC Smith,,42,2011,Pune Warriors
25.81,147.53,0,2,71,0,23,2024,27,1,AM Rahane,,568,2023,Chennai Super Kings
32.32,136.88,8,33,100,1,171,2021,176,26,SK Raina,,4687,2008,Chennai Super Kings
0.0,0.0,1,0,0,0,1,2020,1,0,MR Marsh,,0,2020,Sunrisers Hyderabad
10.0,76.92,0,0,10,0,1,2009,2,0,D du Preez,,10,2009,Royal Challengers Bangalore
1.0,100.0,0,0,1,0,1,2024,7,0,LH Ferguson,,1,2024,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2013,1,0,Harmeet Singh,,0,2013,Rajasthan Royals
16.0,123.07,0,0,30,0,4,2015,4,1,CM Gautam,,48,2013,Delhi Daredevils
0.0,80.0,0,0,1,0,5,2011,12,5,I Sharma,,4,2011,Deccan Chargers
17.28,109.0,0,0,33,0,9,2014,9,2,CM Gautam,,121,2014,Mumbai Indians
28.63,110.5,3,7,91,0,38,2010,40,2,SC Ganguly,,1031,2008,Kolkata Knight Riders
7.5,62.5,0,0,6,0,3,2012,3,1,P Dogra,,15,2012,Kings XI Punjab
4.75,76.0,2,0,12,0,5,2024,16,1,NT Ellis,,19,2021,Kings XI Punjab
40.07,130.57,0,0,47,0,21,2013,22,8,SPD Smith,,521,2012,Pune Warriors
0.0,33.33,0,0,2,0,1,2013,2,1,AS Rajpoot,,2,2013,Chennai Super Kings
22.2,160.86,1,1,61,0,10,2024,10,0,R Ravindra,,222,2024,Chennai Super Kings
13.28,90.29,3,0,30,0,10,2014,27,3,A Mishra,,93,2013,Sunrisers Hyderabad
15.0,151.26,0,0,31,0,14,2021,17,2,Mohammad Nabi,,180,2017,Sunrisers Hyderabad
22.33,111.2,0,1,52,0,12,2020,12,0,AJ Finch,,268,2020,Royal Challengers Bangalore
0.0,64.28,0,0,6,0,2,2009,3,2,SM Harwood,,9,2009,Rajasthan Royals
0.0,0.0,0,0,,0,0,2008,2,0,B Geeves,,0,2008,Delhi Daredevils
19.0,126.66,0,0,19,0,1,2024,2,0,Gulbadin Naib,,19,2024,Delhi Daredevils
9.66,111.53,1,0,14,0,4,2010,6,1,R Sharma,,29,2010,Deccan Chargers
40.5,92.04,0,1,66,0,3,2012,3,1,HH Gibbs,,81,2012,Mumbai Indians
2.0,25.0,0,0,2,0,1,2010,2,0,RS Gavaskar,,2,2010,Kolkata Knight Riders
14.0,107.69,0,0,11,0,2,2012,2,1,JP Faulkner,,14,2012,Kings XI Punjab
10.4,89.65,1,0,23,0,5,2013,7,0,TL Suman,,52,2013,Pune Warriors
3.0,100.0,0,0,2,0,2,2011,5,1,JE Taylor,,3,2011,Pune Warriors
29.72,129.31,5,8,100,1,80,2023,90,15,AT Rayudu,,1932,2018,Chennai Super Kings
0.0,0.0,0,0,,0,0,2017,6,0,Mohammed Siraj,,0,2017,Sunrisers Hyderabad
2.0,50.0,1,0,2,0,3,2021,5,2,GHS Garton,,2,2021,Royal Challengers Bangalore
5.5,68.75,1,0,11,0,2,2009,2,0,T Henderson,,11,2009,Rajasthan Royals
0.0,0.0,1,0,0,0,1,2012,1,0,Sunny Gupta,,0,2012,Delhi Daredevils
11.0,220.0,0,0,11,0,1,2010,1,0,MC Henriques,,11,2010,Delhi Daredevils
30.78,131.46,2,8,76,0,44,2010,45,6,RG Sharma,,1170,2008,Deccan Chargers
0.5,16.66,2,0,1,0,3,2009,8,1,Shoaib Ahmed,,1,2009,Deccan Chargers
7.0,51.85,0,0,11,0,3,2024,9,1,S Gopal,,14,2014,Mumbai Indians
0.0,0.0,0,0,,0,0,2023,1,0,R Goyal,,0,2023,Mumbai Indians
30.86,141.59,1,2,88,0,16,2010,16,1,CH Gayle,,463,2009,Kolkata Knight Riders
3.5,87.5,1,0,7,0,2,2009,2,0,AN Ghosh,,7,2009,Kolkata Knight Riders
16.75,134.0,2,0,46,0,9,2018,10,1,AJ Finch,,134,2018,Kings XI Punjab
0.0,0.0,0,0,,0,0,2008,4,0,Gagandeep Singh,,0,2008,Kings XI Punjab
12.6,82.89,0,0,19,0,5,2013,5,0,LRPL Taylor,,63,2013,Pune Warriors
28.8,108.27,0,0,46,0,7,2013,14,2,WP Saha,,144,2011,Chennai Super Kings
12.75,118.6,1,0,21,0,5,2024,8,1,Sameer Rizvi,,51,2024,Chennai Super Kings
23.84,121.09,1,2,63,0,15,2016,16,2,EJG Morgan,,310,2015,Sunrisers Hyderabad
0.0,100.0,0,0,1,0,1,2021,1,1,Mujeeb Ur Rahman,,1,2021,Sunrisers Hyderabad
43.32,152.72,5,19,175,5,84,2017,85,11,CH Gayle,,3163,2011,Royal Challengers Bangalore
23.83,92.25,0,1,52,0,6,2010,7,0,SP Goswami,,143,2008,Royal Challengers Bangalore
36.3,154.46,1,2,59,0,37,2024,41,17,SO Hetmyer,,726,2022,Rajasthan Royals
35.5,137.41,0,1,54,0,30,2014,33,12,BJ Hodge,,639,2012,Rajasthan Royals
28.46,158.73,0,1,53,0,24,2021,26,9,SO Hetmyer,,427,2020,Delhi Daredevils
22.87,150.0,0,0,41,0,9,2024,9,1,SD Hope,,183,2024,Delhi Daredevils
20.0,153.84,1,0,23,0,3,2008,3,1,LPC Silva,,40,2008,Deccan Chargers
50.22,160.28,0,2,100,1,16,2023,16,7,C Green,,452,2023,Mumbai Indians
19.0,103.63,0,0,48,0,3,2016,3,0,MJ Guptill,,57,2016,Mumbai Indians
7.25,100.0,1,0,22,0,4,2011,5,0,SP Goswami,,29,2011,Kolkata Knight Riders
0.0,0.0,0,0,,0,0,2020,1,0,CJ Green,,0,2020,Kolkata Knight Riders
36.18,143.2,2,10,104,1,41,2021,41,4,CH Gayle,,1339,2018,Kings XI Punjab
27.38,127.28,3,4,106,1,34,2013,34,3,AC Gilchrist,,849,2011,Kings XI Punjab
10.0,105.26,0,0,12,0,4,2012,15,2,AC Thomas,,20,2011,Pune Warriors
0.0,133.33,0,0,11,0,2,2013,3,2,K Upadhyay,,12,2012,Pune Warriors
11.66,98.59,1,0,22,0,11,2024,18,5,MJ Santner,,70,2019,Chennai Super Kings
0.0,0.0,0,0,,0,0,2017,17,0,Mustafizur Rahman,,0,2016,Sunrisers Hyderabad
3.5,77.77,1,0,5,0,3,2021,11,1,S Nadeem,,7,2019,Sunrisers Hyderabad
31.87,143.25,0,0,46,0,12,2024,13,4,C Green,,255,2024,Royal Challengers Bangalore
56.33,112.66,0,1,65,0,8,2020,11,5,Gurkeerat Singh,,169,2019,Royal Challengers Bangalore
7.5,93.75,0,0,13,0,3,2013,10,1,GB Hogg,,15,2012,Rajasthan Royals
6.0,109.09,1,0,11,0,3,2023,8,1,JO Holder,,12,2023,Rajasthan Royals
39.2,124.05,0,2,55,0,8,2011,10,3,JR Hopes,,196,2011,Delhi Daredevils
4.4,73.33,2,0,10,0,20,2010,42,10,RP Singh,,44,2008,Deccan Chargers
23.7,150.95,0,0,49,0,11,2010,11,1,DR Smith,,237,2009,Deccan Chargers
16.3,142.42,13,1,64,0,84,2017,136,35,Harbhajan Singh,,799,2008,Mumbai Indians
23.22,114.83,0,2,56,0,9,2014,9,0,MEK Hussey,,209,2014,Mumbai Indians
0.0,20.0,0,0,1,0,1,2019,8,1,HF Gurney,,1,2019,Kolkata Knight Riders
14.53,94.37,2,0,38,0,17,2010,22,2,K Goel,,218,2008,Kings XI Punjab
11.25,180.0,2,0,42,0,5,2013,8,1,MS Gony,,45,2013,Kings XI Punjab
26.9,119.5,2,4,75,0,45,2013,46,4,RV Uthappa,,1103,2011,Pune Warriors
1.0,66.66,1,0,2,0,2,2011,7,0,SB Wagh,,2,2011,Pune Warriors
0.0,0.0,0,0,,0,0,2014,1,0,V Shankar,,0,2014,Chennai Super Kings
0.0,0.0,0,0,0,0,1,2020,12,1,KV Sharma,,0,2018,Chennai Super Kings
0.0,60.0,0,0,3,0,4,2024,55,4,T Natarajan,,3,2020,Sunrisers Hyderabad
0.0,100.0,0,0,1,0,4,2017,14,4,A Nehra,,1,2016,Sunrisers Hyderabad
0.0,67.85,0,0,7,0,6,2023,15,6,JR Hazlewood,,19,2022,Royal Challengers Bangalore
16.77,158.94,0,1,54,0,9,2015,14,0,DJ Hooda,,151,2015,Rajasthan Royals
4.5,78.26,0,0,5,0,5,2016,20,1,Imran Tahir,,18,2014,Delhi Daredevils
24.9,130.36,1,2,62,0,10,2011,11,0,S Sohal,,249,2011,Deccan Chargers
29.8,136.84,7,15,99,0,84,2024,89,6,Ishan Kishan,,2325,2018,Mumbai Indians
18.0,163.63,0,0,18,0,1,2011,1,0,BJ Haddin,,18,2011,Kolkata Knight Riders
42.0,155.55,0,0,22,0,2,2020,2,1,K Gowtham,,42,2020,Kings XI Punjab
21.2,176.66,0,0,44,0,6,2013,7,1,LJ Wright,,106,2012,Pune Warriors
7.25,103.57,3,0,21,0,10,2019,48,6,MM Sharma,,29,2013,Chennai Super Kings
33.66,142.92,0,2,76,0,11,2024,15,2,K Nitish Kumar Reddy,,303,2023,Sunrisers Hyderabad
29.28,138.51,1,1,75,0,10,2017,10,3,TM Head,,205,2016,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2014,1,0,Iqbal Abdulla,,0,2014,Rajasthan Royals
17.08,113.88,0,0,47,0,15,2019,15,3,CA Ingram,,205,2011,Delhi Daredevils
31.66,123.95,5,16,96,0,87,2021,87,12,SS Iyer,,2375,2015,Delhi Daredevils
6.11,98.21,0,0,13,0,11,2012,24,2,DW Steyn,,55,2011,Deccan Chargers
13.14,93.87,1,0,32,0,7,2012,7,0,DJ Jacobs,,92,2011,Mumbai Indians
0.0,100.0,0,0,2,0,2,2021,3,2,Harbhajan Singh,,4,2021,Kolkata Knight Riders
22.0,150.0,1,1,50,0,7,2017,7,1,MJ Guptill,,132,2017,Kings XI Punjab
26.4,128.82,1,2,66,0,26,2013,27,4,Yuvraj Singh,,581,2011,Pune Warriors
6.5,76.47,0,0,8,0,2,2019,2,0,DR Shorey,,13,2018,Chennai Super Kings
19.46,120.41,3,1,79,0,39,2017,56,9,NV Ojha,,584,2014,Sunrisers Hyderabad
41.25,132.0,0,0,44,0,9,2013,10,5,MC Henriques,,165,2013,Royal Challengers Bangalore
23.88,116.53,2,0,42,0,22,2009,27,4,RA Jadeja,,430,2008,Rajasthan Royals
24.6,134.44,4,2,63,0,37,2015,41,14,KM Jadhav,,566,2010,Delhi Daredevils
24.66,109.0,1,5,66,0,30,2013,31,3,DPMD Jayawardene,,666,2012,Delhi Daredevils
18.0,96.18,0,0,36,0,9,2009,10,2,SB Styris,,126,2008,Deccan Chargers
0.0,0.0,0,0,0,0,1,2012,3,1,TP Sudhindra,,0,2012,Deccan Chargers
0.0,0.0,0,0,,0,0,2023,1,0,D Jansen,,0,2023,Mumbai Indians
0.0,0.0,2,0,0,0,2,2021,2,0,M Jansen,,0,2021,Mumbai Indians
0.0,0.0,0,0,,0,0,2010,1,0,Harpreet Singh,,0,2010,Kolkata Knight Riders
1.0,66.66,1,0,2,0,3,2024,21,1,Harshit Rana,,2,2022,Kolkata Knight Riders
16.28,125.73,4,1,51,0,24,2017,30,3,Gurkeerat Singh,,342,2012,Kings XI Punjab
0.0,0.0,0,0,,0,0,2023,1,0,Gurnoor Brar,,0,2023,Kings XI Punjab
7.0,87.5,0,0,3,0,3,2024,10,2,Simarjeet Singh,,7,2022,Chennai Super Kings
30.15,128.49,3,7,79,0,32,2015,32,0,DR Smith,,965,2014,Chennai Super Kings
35.39,124.76,1,12,83,0,47,2021,51,9,MK Pandey,,1345,2018,Sunrisers Hyderabad
0.0,100.0,0,0,2,0,2,2015,5,2,Parvez Rasool,,2,2014,Sunrisers Hyderabad
18.0,123.28,1,1,75,0,5,2019,5,0,SO Hetmyer,,90,2019,Royal Challengers Bangalore
31.0,119.23,1,0,33,0,5,2017,15,3,Iqbal Abdulla,,62,2015,Royal Challengers Bangalore
32.14,150.6,4,9,124,2,52,2024,53,2,YBK Jaiswal,,1607,2020,Rajasthan Royals
20.33,110.24,0,1,53,0,11,2010,13,2,AA Jhunjhunwala,,183,2010,Rajasthan Royals
17.85,97.65,0,0,49,0,7,2013,7,0,MC Juneja,,125,2013,Delhi Daredevils
28.63,121.7,2,2,78,0,26,2010,26,7,TL Suman,,544,2009,Deccan Chargers
27.42,144.36,2,4,114,1,30,2010,30,2,ST Jayasuriya,,768,2008,Mumbai Indians
14.75,111.32,0,0,13,0,9,2017,22,5,MG Johnson,,59,2013,Mumbai Indians
0.0,0.0,0,0,,0,0,2016,2,0,JW Hastings,,0,2016,Kolkata Knight Riders
19.0,95.0,0,0,30,0,3,2009,4,1,MC Henriques,,38,2009,Kolkata Knight Riders
9.0,163.63,0,0,14,0,3,2013,10,1,Harmeet Singh,,18,2012,Kings XI Punjab
21.18,122.63,1,0,29,0,24,2024,41,13,Harpreet Brar,,233,2019,Kings XI Punjab
0.0,0.0,0,0,,0,0,2022,2,0,PH Solanki,,0,2022,Chennai Super Kings
0.0,0.0,0,0,,0,0,2011,5,0,TG Southee,,0,2011,Chennai Super Kings
22.61,115.29,0,1,61,0,13,2013,13,0,PA Patel,,294,2013,Sunrisers Hyderabad
27.5,101.85,0,0,23,0,6,2014,10,4,IK Pathan,,55,2014,Sunrisers Hyderabad
32.85,175.57,0,1,100,1,8,2024,8,1,WG Jacks,,230,2024,Royal Challengers Bangalore
26.75,140.78,0,1,69,0,17,2023,19,5,KM Jadhav,,321,2016,Royal Challengers Bangalore
23.13,151.52,2,2,56,0,22,2024,28,7,DC Jurel,,347,2023,Rajasthan Royals
16.0,102.92,0,0,34,0,14,2008,16,3,M Kaif,,176,2008,Rajasthan Royals
25.26,126.49,2,6,69,0,49,2014,56,8,KD Karthik,,1036,2008,Delhi Daredevils
0.0,81.81,0,0,7,0,3,2014,11,3,S Kaul,,9,2013,Delhi Daredevils
35.0,94.59,0,0,16,0,4,2010,5,3,B Sumanth,,35,2010,Deccan Chargers
3.0,50.0,0,0,4,0,2,2023,6,0,CJ Jordan,,6,2023,Mumbai Indians
0.0,115.38,0,0,15,0,2,2019,3,2,AS Joseph,,15,2019,Mumbai Indians
29.75,114.14,2,4,73,0,19,2010,19,3,BJ Hodge,,476,2008,Kolkata Knight Riders
20.6,110.75,0,0,41,0,5,2024,5,0,Harpreet Singh,,103,2023,Kings XI Punjab
7.28,92.72,2,0,17,0,11,2013,21,4,RJ Harris,,51,2011,Kings XI Punjab
7.5,107.14,0,0,8,0,2,2023,2,0,BA Stokes,,15,2023,Chennai Super Kings
0.0,250.0,0,0,5,0,1,2011,2,1,SB Styris,,5,2011,Chennai Super Kings
25.0,122.44,1,0,45,0,21,2019,25,9,YK Pathan,,300,2018,Sunrisers Hyderabad
23.3,142.94,0,0,40,0,14,2013,16,4,NLTC Perera,,233,2013,Sunrisers Hyderabad
16.25,107.43,1,1,50,0,8,2009,8,0,W Jaffer,,130,2008,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2014,1,0,SB Jakati,,0,2014,Royal Challengers Bangalore
25.6,164.1,0,1,53,0,6,2008,6,1,Kamran Akmal,,128,2008,Rajasthan Royals
3.0,60.0,0,0,3,0,2,2010,8,1,Kamran Khan,,3,2009,Rajasthan Royals
20.57,111.62,0,0,36,0,9,2023,10,2,SN Khan,,144,2022,Delhi Daredevils
3.33,38.46,0,0,4,0,5,2017,30,2,Z Khan,,10,2015,Delhi Daredevils
36.47,137.09,0,5,117,1,27,2010,28,4,A Symonds,,839,2008,Deccan Chargers
0.0,116.66,0,0,7,0,1,2012,2,1,J Theron,,7,2012,Deccan Chargers
0.0,100.0,0,0,2,0,1,2024,3,1,A Kamboj,,2,2024,Mumbai Indians
24.12,119.87,3,2,86,0,33,2013,36,2,KD Karthik,,748,2012,Mumbai Indians
7.0,116.66,0,0,5,0,3,2016,11,2,GB Hogg,,7,2015,Kolkata Knight Riders
5.5,115.78,1,0,13,0,4,2016,4,0,JO Holder,,22,2016,Kolkata Knight Riders
1.0,33.33,1,0,1,0,3,2015,7,2,BE Hendricks,,1,2014,Kings XI Punjab
15.5,96.87,0,0,14,0,4,2021,5,2,MC Henriques,,31,2021,Kings XI Punjab
11.16,121.81,2,0,17,0,13,2024,57,7,SN Thakur,,67,2018,Chennai Super Kings
7.0,100.0,1,0,7,0,2,2024,27,1,M Theekshana,,7,2022,Chennai Super Kings
7.8,177.27,1,0,25,0,5,2023,5,0,GD Phillips,,39,2023,Sunrisers Hyderabad
38.25,144.33,1,2,64,0,13,2022,14,5,N Pooran,,306,2022,Sunrisers Hyderabad
16.25,118.18,0,0,16,0,7,2021,9,3,KA Jamieson,,65,2021,Royal Challengers Bangalore
3.0,75.0,0,0,3,0,1,2016,9,0,CJ Jordan,,3,2016,Royal Challengers Bangalore
3.0,60.0,0,0,2,0,5,2021,14,3,Kartik Tyagi,,6,2020,Rajasthan Royals
19.0,121.27,1,0,32,0,4,2018,4,1,H Klaasen,,57,2018,Rajasthan Royals
21.0,89.36,3,0,35,0,22,2024,39,16,Kuldeep Yadav,,126,2022,Delhi Daredevils
10.12,110.95,3,0,20,0,11,2010,13,3,WPUJC Vaas,,81,2008,Deccan Chargers
19.39,121.52,2,2,71,0,28,2010,33,5,Y Venugopal Rao,,446,2008,Deccan Chargers
4.5,75.0,0,0,6,0,2,2023,12,0,K Kartikeya,,9,2022,Mumbai Indians
13.33,129.03,1,0,23,0,12,2014,26,9,Z Khan,,40,2009,Mumbai Indians
26.89,126.48,3,2,71,0,23,2010,23,4,DJ Hussey,,511,2008,Kolkata Knight Riders
7.0,70.0,1,0,15,0,3,2022,3,0,B Indrajith,,21,2022,Kolkata Knight Riders
0.0,0.0,0,0,,0,0,2017,2,0,MJ Henry,,0,2017,Kings XI Punjab
23.72,134.53,2,2,64,0,16,2021,19,5,DJ Hooda,,261,2020,Kings XI Punjab
6.0,66.66,0,0,8,0,4,2010,6,2,T Thushara,,12,2009,Chennai Super Kings
3.0,75.0,1,0,3,0,3,2010,14,2,S Tyagi,,3,2009,Chennai Super Kings
23.69,106.2,0,0,46,0,16,2015,20,3,KL Rahul,,308,2014,Sunrisers Hyderabad
0.0,0.0,0,0,,0,0,2024,3,0,AS Joseph,,0,2024,Royal Challengers Bangalore
3.0,42.85,0,0,3,0,2,2008,4,0,SB Joshi,,6,2008,Royal Challengers Bangalore
16.0,88.88,0,0,20,0,3,2024,4,0,T Kohler-Cadmore,,48,2024,Rajasthan Royals
5.0,66.66,0,0,7,0,2,2008,2,0,T Kohli,,10,2008,Rajasthan Royals
1.0,42.85,1,0,2,0,3,2024,4,0,K Kushagra,,3,2024,Delhi Daredevils
0.0,0.0,1,0,0,0,1,2019,9,0,S Lamichhane,,0,2018,Delhi Daredevils
0.0,100.0,0,0,1,0,2,2008,9,2,DP Vijaykumar,,1,2008,Deccan Chargers
38.86,135.89,1,5,78,0,19,2012,19,4,CL White,,583,2011,Deccan Chargers
12.0,109.09,0,0,9,0,3,2008,4,1,MA Khote,,24,2008,Mumbai Indians
8.66,59.09,0,0,10,0,10,2021,35,7,DS Kulkarni,,26,2008,Mumbai Indians
0.0,81.25,0,0,12,0,8,2013,33,8,Iqbal Abdulla,,26,2008,Kolkata Knight Riders
20.09,149.32,1,2,71,0,11,2008,11,0,JR Hopes,,221,2008,Kings XI Punjab
24.82,120.45,1,2,68,0,34,2013,36,6,DJ Hussey,,695,2011,Kings XI Punjab
23.0,135.29,1,3,88,0,15,2022,16,0,RV Uthappa,,345,2021,Chennai Super Kings
18.12,133.02,1,1,54,0,8,2008,9,0,S Vidyut,,145,2008,Chennai Super Kings
11.0,137.5,0,0,18,0,2,2023,2,0,AU Rashid,,22,2023,Sunrisers Hyderabad
9.25,137.03,9,0,34,0,35,2021,76,11,Rashid Khan,,222,2017,Sunrisers Hyderabad
13.75,112.24,0,0,15,0,5,2012,9,1,M Kaif,,55,2011,Royal Challengers Bangalore
31.44,112.19,4,10,89,0,42,2010,42,6,JH Kallis,,1132,2008,Royal Challengers Bangalore
24.0,77.41,0,0,24,0,1,2024,1,0,TK Kotian,,24,2024,Rajasthan Royals
16.66,108.69,0,0,28,0,7,2019,37,4,DS Kulkarni,,50,2014,Rajasthan Royals
38.0,120.63,0,0,33,0,5,2011,6,3,AB McDonald,,76,2009,Delhi Daredevils
4.0,80.0,1,0,4,0,3,2008,14,2,GD McGrath,,4,2008,Delhi Daredevils
9.8,125.64,1,0,16,0,6,2008,8,1,AS Yadav,,49,2008,Deccan Chargers
11.0,122.22,0,0,10,0,2,2008,3,1,DNT Zoysa,,11,2008,Deccan Chargers
1.0,50.0,0,0,1,0,1,2014,3,0,P Kumar,,1,2014,Mumbai Indians
15.0,115.38,0,0,15,0,1,2019,1,0,SD Lad,,15,2019,Mumbai Indians
34.18,140.03,1,5,85,0,28,2024,29,6,SS Iyer,,752,2022,Kolkata Knight Riders
36.39,140.9,1,2,110,1,35,2010,36,12,DPMD Jayawardene,,837,2008,Kings XI Punjab
10.22,92.0,2,0,16,0,19,2016,26,10,MG Johnson,,92,2014,Kings XI Punjab
25.87,125.12,3,7,127,2,70,2020,70,4,M Vijay,,1708,2009,Chennai Super Kings
30.53,136.38,4,7,117,2,43,2020,43,2,SR Watson,,1252,2018,Chennai Super Kings
14.0,82.35,0,0,10,0,2,2013,2,1,DB Ravi Teja,,14,2013,Sunrisers Hyderabad
13.0,90.09,0,0,27,0,7,2013,7,0,PA Reddy,,91,2013,Sunrisers Hyderabad
24.65,162.95,6,3,83,0,53,2024,60,15,KD Karthik,,937,2015,Royal Challengers Bangalore
1.0,25.0,1,0,1,0,2,2018,7,1,B Laughlin,,1,2018,Rajasthan Royals
17.7,143.9,2,0,39,0,14,2010,20,4,MF Maharoof,,177,2008,Delhi Daredevils
7.5,55.55,0,0,6,0,5,2010,13,3,VY Mahesh,,15,2008,Delhi Daredevils
13.83,113.69,2,1,50,0,6,2012,6,0,RE Levi,,83,2012,Mumbai Indians
26.87,131.09,2,2,65,0,16,2019,16,0,E Lewis,,430,2018,Mumbai Indians
31.57,137.12,2,11,104,1,49,2024,51,7,VR Iyer,,1326,2021,Kolkata Knight Riders
12.2,117.3,0,0,30,0,7,2021,13,2,CJ Jordan,,61,2020,Kings XI Punjab
9.33,93.33,0,0,14,0,3,2010,4,0,M Kaif,,28,2010,Kings XI Punjab
0.0,0.0,0,0,,0,0,2018,3,0,DJ Willey,,0,2018,Chennai Super Kings
30.0,123.96,0,1,60,0,5,2021,5,0,JJ Roy,,150,2021,Sunrisers Hyderabad
22.12,123.43,2,2,87,0,28,2021,29,3,WP Saha,,553,2018,Sunrisers Hyderabad
2.0,66.66,1,0,2,0,2,2013,11,1,M Kartik,,2,2013,Royal Challengers Bangalore
9.0,100.0,0,0,17,0,2,2008,2,0,DS Lehmann,,18,2008,Rajasthan Royals
6.0,78.26,2,0,18,0,3,2022,3,0,Mandeep Singh,,18,2022,Delhi Daredevils
49.0,140.0,0,0,49,0,1,2021,1,0,CA Lynn,,49,2021,Mumbai Indians
10.16,107.01,1,0,16,0,8,2022,9,2,SP Jackson,,61,2017,Kolkata Knight Riders
12.0,70.58,0,0,5,0,4,2015,9,3,Karanveer Singh,,12,2014,Kings XI Punjab
1.0,33.33,0,0,1,0,1,2018,1,0,MA Wood,,1,2018,Chennai Super Kings
23.88,129.51,1,1,59,0,12,2024,16,3,Shahbaz Ahmed,,215,2024,Sunrisers Hyderabad
0.0,0.0,0,0,,0,0,2022,1,0,S Kaul,,0,2022,Royal Challengers Bangalore
30.2,162.36,0,1,58,0,5,2021,5,0,E Lewis,,151,2021,Rajasthan Royals
33.14,109.95,2,0,32,0,14,2010,20,7,M Manhas,,232,2008,Delhi Daredevils
20.95,135.8,4,3,89,0,21,2024,21,0,MR Marsh,,440,2022,Delhi Daredevils
6.53,121.42,6,0,20,0,24,2019,56,11,MJ McClenaghan,,85,2015,Mumbai Indians
14.83,109.87,1,0,36,0,6,2023,6,0,N Jagadeesan,,89,2023,Kolkata Knight Riders
25.63,128.18,1,1,69,0,13,2011,14,2,KD Karthik,,282,2011,Kings XI Punjab
0.0,0.0,0,0,,0,0,2014,2,0,M Kartik,,0,2014,Kings XI Punjab
24.6,110.81,1,1,55,0,7,2013,8,2,BB Samantray,,123,2013,Sunrisers Hyderabad
0.0,0.0,0,0,,0,0,2011,1,0,AA Kazi,,0,2011,Royal Challengers Bangalore
20.72,159.44,1,0,45,0,18,2018,25,7,SN Khan,,228,2015,Royal Challengers Bangalore
14.0,125.84,0,0,44,0,9,2021,9,1,LS Livingstone,,112,2019,Rajasthan Royals
22.62,119.86,0,0,47,0,10,2021,11,2,MK Lomror,,181,2018,Rajasthan Royals
19.55,134.35,1,0,31,0,12,2017,14,3,AD Mathews,,176,2015,Delhi Daredevils
13.46,133.58,0,0,47,0,14,2018,14,1,GJ Maxwell,,175,2012,Delhi Daredevils
8.0,53.33,0,0,8,0,1,2012,2,0,CJ McKay,,8,2012,Mumbai Indians
22.0,95.65,1,0,40,0,7,2010,10,4,R McLaren,,66,2010,Mumbai Indians
33.0,84.61,0,0,28,0,2,2017,2,1,IR Jaggi,,33,2017,Kolkata Knight Riders
0.0,145.45,0,0,12,0,2,2018,6,2,MG Johnson,,16,2018,Kolkata Knight Riders
24.1,129.56,1,2,75,0,11,2009,11,1,SM Katich,,241,2008,Kings XI Punjab
0.0,0.0,0,0,0,0,1,2008,5,1,U Kaul,,0,2008,Kings XI Punjab
21.69,126.45,2,1,60,0,18,2014,20,5,DJG Sammy,,282,2013,Sunrisers Hyderabad
5.2,89.65,4,0,9,0,12,2021,43,7,Sandeep Sharma,,26,2018,Sunrisers Hyderabad
8.37,79.76,4,0,21,0,15,2013,44,7,Z Khan,,67,2008,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2019,5,0,K Khejroliya,,0,2018,Royal Challengers Bangalore
25.27,144.79,2,1,83,0,11,2010,11,0,MJ Lumb,,278,2010,Rajasthan Royals
8.0,160.0,0,0,8,0,1,2023,8,0,OC McCoy,,8,2022,Rajasthan Royals
