balls,best_innings_bowled,best_innings_bowled_runs,best_innings_bowled_wickets,bowling_average,bowling_stike_rate,catches_taken,economy_rate,innings_bowled,last_played_year,maidens_earned,matches_played,player,playing_span,runs_conceded,start_year,team_name,wickets
0,,,,0.0,,0,,0,2008,0,3,MK Pandey,,0,2008,Mumbai Indians,0
1085,,20,3,32.07,20.4,57,9.4,72,2024,0,106,HH Pandya,,1700,2015,Mumbai Indians,53
0,,,,0.0,,15,,0,2021,0,29,D Padikkal,,0,2020,Royal Challengers Bangalore,0
0,,,,0.0,,10,,0,2010,0,18,MK Pandey,,0,2009,Royal Challengers Bangalore,0
12,,17,1,20.0,12.0,1,10.0,2,2021,0,3,GD Phillips,,20,2021,Rajasthan Royals,1
0,,,,0.0,,7,,0,2024,0,10,R Powell,,0,2024,Rajasthan Royals,0
124,,19,2,45.0,31.0,3,8.7,8,2024,0,10,AS Roy,,180,2022,Kolkata Knight Riders,4
0,,,,0.0,,2,,0,2023,0,8,JJ Roy,,0,2023,Kolkata Knight Riders,0
354,,11,2,37.72,32.1,5,7.03,21,2012,0,22,RR Powar,,415,2008,Kings XI Punjab,11
0,,,,0.0,,4,,0,2024,0,34,Prabhsimran Singh,,0,2019,Kings XI Punjab,0
187,,30,3,39.87,23.3,0,10.23,11,2024,0,11,JD Unadkat,,319,2024,Sunrisers Hyderabad,8
12,,,,0.0,,2,8.0,2,2014,0,7,Y Venugopal Rao,,16,2014,Sunrisers Hyderabad,0
1054,,33,3,26.23,17.5,10,8.96,46,2024,1,46,A Nortje,,1574,2020,Delhi Daredevils,60
0,,,,0.0,,23,,0,2018,0,35,NV Ojha,,0,2011,Delhi Daredevils,0
1444,,14,3,34.76,28.3,28,7.36,81,2021,0,84,KH Pandya,,1773,2016,Mumbai Indians,51
90,,27,2,36.5,22.5,1,9.73,5,2010,1,5,Pankaj Singh,,146,2009,Royal Challengers Bangalore,4
399,,22,3,29.0,21.0,2,8.28,17,2022,3,17,M Prasidh Krishna,,551,2022,Rajasthan Royals,19
0,,,,0.0,,1,,0,2009,0,7,RJ Quiney,,0,2009,Rajasthan Royals,0
1559,,15,5,21.2,13.6,35,9.3,105,2024,0,120,AD Russell,,2417,2014,Kolkata Knight Riders,114
0,,,,0.0,,13,,0,2010,0,33,WP Saha,,0,2008,Kolkata Knight Riders,0
0,,,,0.0,,0,,0,2014,0,6,CA Pujara,,0,2014,Kings XI Punjab,0
678,,33,4,24.63,16.5,7,8.93,30,2024,0,30,K Rabada,,1010,2022,Kings XI Punjab,41
36,,5,1,38.0,36.0,6,6.33,5,2015,0,22,GH Vihari,,38,2013,Sunrisers Hyderabad,1
0,,,,0.0,,2,,0,2021,0,3,Virat Singh,,0,2021,Sunrisers Hyderabad,0
0,,,,0.0,,3,,0,2023,0,10,MK Pandey,,0,2023,Delhi Daredevils,0
0,,,,0.0,,75,,0,2024,0,111,RR Pant,,0,2016,Delhi Daredevils,0
696,,21,5,21.55,17.4,8,7.43,31,2013,3,31,MM Patel,,862,2011,Mumbai Indians,40
60,,30,3,17.4,12.0,1,8.7,3,2012,0,3,P Parameswaran,,87,2012,Royal Challengers Bangalore,5
0,,,,0.0,,40,,0,2019,0,100,AM Rahane,,0,2011,Rajasthan Royals,0
0,,,,0.0,,2,,0,2008,0,7,Salman Butt,,0,2008,Kolkata Knight Riders,0
0,,,,0.0,,12,,0,2024,0,12,PD Salt,,0,2024,Kolkata Knight Riders,0
0,,,,0.0,,38,,0,2021,0,55,KL Rahul,,0,2018,Kings XI Punjab,0
0,,,,0.0,,4,,0,2023,0,13,PBB Rajapaksa,,0,2022,Kings XI Punjab,0
18,,,,0.0,,0,12.33,2,2023,0,3,Vivrant Sharma,,37,2023,Sunrisers Hyderabad,0
60,,37,1,86.0,60.0,2,8.6,3,2024,0,3,V Viyaskanth,,86,2024,Sunrisers Hyderabad,1
181,,21,2,37.16,30.1,2,7.39,8,2014,0,8,WD Parnell,,223,2014,Delhi Daredevils,6
1692,,21,3,32.14,27.2,47,7.06,81,2024,0,82,AR Patel,,1993,2019,Delhi Daredevils,62
0,,,,0.0,,22,,0,2017,0,40,PA Patel,,0,2015,Mumbai Indians,0
213,,19,2,29.09,19.3,2,9.01,10,2020,0,10,JL Pattinson,,320,2020,Mumbai Indians,11
151,,10,3,26.22,16.7,4,9.37,7,2023,0,7,WD Parnell,,236,2023,Royal Challengers Bangalore,9
84,,31,1,129.0,84.0,2,9.21,4,2016,0,4,Parvez Rasool,,129,2016,Royal Challengers Bangalore,1
102,,39,1,99.5,51.0,0,11.7,6,2020,0,6,AS Rajpoot,,199,2020,Rajasthan Royals,2
102,,31,2,67.0,51.0,1,7.88,5,2021,0,5,S Sandeep Warrier,,134,2019,Kolkata Knight Riders,2
48,,42,1,93.0,48.0,0,11.62,3,2013,0,3,PJ Sangwan,,93,2012,Kolkata Knight Riders,1
253,,14,5,26.78,18.0,3,8.89,12,2019,1,12,AS Rajpoot,,375,2018,Kings XI Punjab,14
18,,,,0.0,,0,11.66,1,2021,0,1,AU Rashid,,35,2021,Kings XI Punjab,0
1,,,,0.0,,46,12.0,1,2021,0,95,DA Warner,,2,2014,Sunrisers Hyderabad,0
304,,28,3,45.8,30.4,3,9.03,17,2024,0,18,Washington Sundar,,458,2022,Sunrisers Hyderabad,10
243,,28,3,31.5,20.2,1,9.33,12,2020,0,12,HV Patel,,378,2018,Delhi Daredevils,12
18,,,,0.0,,2,7.33,1,2023,0,9,RV Patel,,22,2021,Delhi Daredevils,0
0,,,,0.0,,0,,0,2008,0,1,RV Pawar,,0,2008,Mumbai Indians,0
15,,,,0.0,,2,10.8,2,2012,0,2,NLTC Perera,,27,2012,Mumbai Indians,0
1624,,27,5,23.17,16.4,19,8.47,77,2023,2,80,HV Patel,,2294,2012,Royal Challengers Bangalore,99
30,,,,0.0,,9,8.8,5,2011,0,22,AS Raut,,44,2009,Rajasthan Royals,0
0,,,,0.0,,15,,0,2009,0,16,M Rawat,,0,2008,Rajasthan Royals,0
25,,15,1,34.0,25.0,0,8.16,2,2009,0,2,SS Sarkar,,34,2009,Kolkata Knight Riders,1
522,,24,3,25.25,21.7,4,6.96,23,2021,1,23,Ravi Bishnoi,,606,2020,Kings XI Punjab,24
66,,41,2,39.0,22.0,1,10.63,3,2021,0,3,JA Richardson,,117,2021,Kings XI Punjab,3
12,,14,1,16.0,12.0,10,8.0,2,2013,0,13,CL White,,16,2013,Sunrisers Hyderabad,1
18,,,,0.0,,39,10.33,2,2022,0,76,KS Williamson,,31,2015,Sunrisers Hyderabad,0
943,,28,3,41.06,32.5,16,7.57,45,2013,7,46,IK Pathan,,1191,2011,Delhi Daredevils,29
163,,17,3,26.33,18.1,5,8.72,8,2019,0,8,KMA Paul,,237,2019,Delhi Daredevils,9
48,,37,3,23.33,16.0,1,8.75,4,2012,0,5,RJ Peterson,,70,2012,Mumbai Indians,3
1488,,44,4,31.59,21.5,103,8.79,107,2022,0,189,KA Pollard,,2180,2010,Mumbai Indians,69
0,,,,0.0,,20,,0,2019,0,32,PA Patel,,0,2014,Royal Challengers Bangalore,0
39,,,,0.0,,2,9.69,3,2012,0,8,AUK Pathan,,63,2011,Royal Challengers Bangalore,0
162,,18,2,22.88,18.0,3,7.62,7,2014,0,7,KW Richardson,,206,2014,Rajasthan Royals,9
12,,,,0.0,,2,7.0,1,2023,0,3,JE Root,,14,2023,Rajasthan Royals,0
36,,20,1,59.0,36.0,0,9.83,3,2016,0,4,R Sathish,,59,2016,Kolkata Knight Riders,1
42,,24,1,44.5,21.0,4,12.71,3,2018,0,4,JPR Scantlebury-Searles,,89,2018,Kolkata Knight Riders,2
18,,,,0.0,,0,6.33,1,2011,0,1,NJ Rimmington,,19,2011,Kings XI Punjab,0
0,,,,0.0,,4,,0,2024,0,8,RR Rossouw,,0,2024,Kings XI Punjab,0
49,,6,1,74.0,49.0,4,9.06,7,2017,0,22,Yuvraj Singh,,74,2016,Sunrisers Hyderabad,1
36,,,,0.0,,5,8.83,3,2014,0,19,KP Pietersen,,53,2012,Delhi Daredevils,0
150,,17,3,56.25,37.5,2,9.0,7,2018,0,7,LE Plunkett,,225,2018,Delhi Daredevils,4
276,,12,3,27.36,25.0,2,6.54,13,2008,1,13,SM Pollock,,301,2008,Mumbai Indians,11
0,,,,0.0,,8,,0,2024,0,27,RM Patidar,,0,2021,Royal Challengers Bangalore,0
0,,,,0.0,,2,,0,2013,0,4,Sachin Baby,,0,2013,Rajasthan Royals,0
0,,,,0.0,,0,,0,2021,0,1,TL Seifert,,0,2021,Kolkata Knight Riders,0
0,,,,0.0,,36,,0,2017,0,57,WP Saha,,0,2014,Kings XI Punjab,0
18,,18,1,35.0,18.0,10,11.66,2,2023,0,17,R Powell,,35,2022,Delhi Daredevils,1
0,,,,0.0,,2,,0,2013,0,6,RT Ponting,,0,2013,Mumbai Indians,0
0,,,,0.0,,2,,0,2008,0,2,DT Patil,,0,2008,Royal Challengers Bangalore,0
72,,40,3,24.33,12.0,2,12.16,4,2023,0,4,NA Saini,,146,2022,Rajasthan Royals,6
312,,31,3,30.42,22.2,4,8.19,14,2021,1,14,C Sakariya,,426,2021,Rajasthan Royals,14
192,,26,2,23.22,21.3,2,6.53,8,2013,1,8,SMSM Senanayake,,209,2013,Kolkata Knight Riders,9
0,,,,0.0,,0,,0,2010,0,5,OA Shah,,0,2010,Kolkata Knight Riders,0
105,,18,2,48.66,35.0,0,8.34,5,2016,0,5,P Sahu,,146,2016,Kings XI Punjab,3
0,,,,0.0,,11,,0,2012,0,10,N Saini,,0,2012,Kings XI Punjab,0
1140,,21,4,20.52,15.0,23,8.21,50,2021,2,50,K Rabada,,1560,2017,Delhi Daredevils,76
18,,,,0.0,,0,11.0,1,2011,0,1,RW Price,,33,2011,Mumbai Indians,0
6,,5,1,5.0,6.0,1,5.0,1,2009,0,10,AM Rahane,,5,2008,Mumbai Indians,1
0,,,,0.0,,0,,0,2020,0,5,JR Philippe,,0,2020,Royal Challengers Bangalore,0
138,,31,2,23.14,19.7,6,7.04,10,2010,0,13,KP Pietersen,,162,2009,Royal Challengers Bangalore,7
48,,21,1,78.0,48.0,2,9.75,5,2008,0,6,D Salunkhe,,78,2008,Rajasthan Royals,1
0,,,,0.0,,75,,0,2024,0,140,SV Samson,,0,2013,Rajasthan Royals,0
0,,,,0.0,,2,,0,2009,0,2,SS Shaikh,,0,2009,Kolkata Knight Riders,0
1345,,20,4,23.83,18.4,10,7.76,61,2022,8,61,Sandeep Sharma,,1740,2013,Kings XI Punjab,73
0,,,,0.0,,4,,0,2021,0,11,AM Rahane,,0,2020,Delhi Daredevils,0
139,,16,2,34.83,23.1,3,9.02,10,2009,0,10,RR Raje,,209,2008,Mumbai Indians,6
36,,20,3,9.0,6.0,1,9.0,3,2022,0,5,Ramandeep Singh,,54,2022,Mumbai Indians,6
0,,,,0.0,,5,,0,2011,0,5,LA Pomersbach,,0,2011,Royal Challengers Bangalore,0
504,,18,5,30.73,21.9,7,8.41,22,2024,0,23,Sandeep Sharma,,707,2023,Rajasthan Royals,23
241,,20,4,27.64,17.2,4,9.63,12,2024,0,12,KR Sen,,387,2022,Rajasthan Royals,14
1077,,17,3,27.4,22.9,11,7.17,50,2021,1,51,Shakib Al Hasan,,1288,2011,Kolkata Knight Riders,47
661,,15,2,34.48,26.4,4,7.82,31,2010,1,31,I Sharma,,862,2008,Kolkata Knight Riders,25
0,,,,0.0,,16,,0,2010,0,37,KC Sangakkara,,0,2008,Kings XI Punjab,0
0,,,,0.0,,1,,0,2008,0,4,RR Sarwan,,0,2008,Kings XI Punjab,0
147,,34,3,29.88,16.3,1,10.97,8,2024,0,8,Rasikh Salam,,269,2024,Delhi Daredevils,9
24,,,,0.0,,0,10.0,1,2024,0,1,JA Richardson,,40,2024,Delhi Daredevils,0
6,,,,0.0,,4,3.0,1,2017,0,17,N Rana,,3,2016,Mumbai Indians,0
0,,,,0.0,,6,,0,2024,0,11,SS Prabhudessai,,0,2022,Royal Challengers Bangalore,0
0,,,,0.0,,5,,0,2013,0,15,OA Shah,,0,2012,Rajasthan Royals,0
649,,21,4,31.4,21.6,16,8.7,32,2022,2,32,Shivam Mavi,,942,2018,Kolkata Knight Riders,30
24,,,,0.0,,0,12.75,3,2013,0,9,R Sathish,,51,2013,Kings XI Punjab,0
18,,,,0.0,,0,9.0,1,2021,0,1,Jalaj S Saxena,,27,2021,Kings XI Punjab,0
6,,,,0.0,,3,12.0,1,2013,0,8,BJ Rohrer,,12,2013,Delhi Daredevils,0
0,,,,0.0,,3,,0,2023,0,9,RR Rossouw,,0,2023,Delhi Daredevils,0
24,,,,0.0,,1,10.5,1,2019,0,1,Rasikh Salam,,42,2019,Mumbai Indians,0
0,,,,0.0,,45,,0,2017,0,114,AT Rayudu,,0,2010,Mumbai Indians,0
0,,,,0.0,,4,,0,2013,0,14,CA Pujara,,0,2011,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2011,0,2,PR Shah,,0,2011,Rajasthan Royals,0
24,,,,0.0,,0,8.5,1,2021,0,1,T Shamsi,,34,2021,Rajasthan Royals,0
42,,11,4,10.8,8.4,0,7.71,3,2008,0,3,Shoaib Akhtar,,54,2008,Kolkata Knight Riders,5
0,,,,0.0,,23,,0,2021,0,58,Shubman Gill,,0,2018,Kolkata Knight Riders,0
0,,,,0.0,,5,,0,2015,0,25,V Sehwag,,0,2014,Kings XI Punjab,0
0,,,,0.0,,14,,0,2023,0,33,M Shahrukh Khan,,0,2021,Kings XI Punjab,0
0,,,,0.0,,4,,0,2018,0,5,JJ Roy,,0,2018,Delhi Daredevils,0
0,,,,0.0,,4,,0,2009,0,5,L Ronchi,,0,2008,Mumbai Indians,0
0,,,,0.0,,7,,0,2016,0,19,KL Rahul,,0,2013,Royal Challengers Bangalore,0
18,,10,1,19.0,18.0,2,6.33,2,2018,0,7,DJM Short,,19,2018,Rajasthan Royals,1
258,,6,3,26.0,18.4,13,8.46,22,2013,0,42,LR Shukla,,364,2008,Kolkata Knight Riders,14
0,,,,0.0,,29,,0,2024,0,46,RK Singh,,0,2018,Kolkata Knight Riders,0
0,,,,0.0,,2,,0,2024,0,11,AR Sharma,,0,2024,Kings XI Punjab,0
108,,,,0.0,,0,9.94,6,2017,0,6,I Sharma,,179,2017,Kings XI Punjab,0
138,,51,1,229.0,138.0,1,9.95,7,2013,0,7,AD Russell,,229,2012,Delhi Daredevils,1
41,,6,1,59.0,41.0,5,8.63,6,2019,0,7,SE Rutherford,,59,2019,Delhi Daredevils,1
12,,11,1,11.0,12.0,0,5.5,1,2019,0,1,AS Roy,,11,2019,Mumbai Indians,1
252,,30,4,28.46,19.3,7,8.8,11,2022,0,11,DR Sams,,370,2022,Mumbai Indians,13
262,,31,3,21.28,18.7,4,6.82,12,2014,4,12,R Rampaul,,298,2013,Royal Challengers Bangalore,14
12,,,,0.0,,3,8.0,2,2014,0,9,S Rana,,16,2014,Royal Challengers Bangalore,0
48,,28,2,26.33,16.0,2,9.87,3,2013,0,3,R Shukla,,79,2013,Rajasthan Royals,3
473,,19,4,22.14,16.8,1,7.86,23,2012,1,23,A Singh,,620,2009,Rajasthan Royals,28
318,,20,3,23.63,16.7,6,8.47,14,2023,0,14,TG Southee,,449,2021,Kolkata Knight Riders,19
251,,33,4,26.11,14.7,6,10.61,13,2024,0,14,MA Starc,,444,2024,Kolkata Knight Riders,17
0,,,,0.0,,25,,0,2024,0,40,JM Sharma,,0,2022,Kings XI Punjab,0
743,,23,3,34.51,22.5,8,9.19,37,2018,0,37,MM Sharma,,1139,2016,Kings XI Punjab,33
114,,23,2,28.83,19.0,2,9.1,5,2023,0,5,C Sakariya,,173,2022,Delhi Daredevils,6
0,,,,0.0,,5,,0,2023,0,9,PD Salt,,0,2023,Delhi Daredevils,0
12,,,,0.0,,0,9.5,1,2018,0,1,PJ Sangwan,,19,2018,Mumbai Indians,0
12,,,,0.0,,0,11.5,1,2022,0,1,R Sanjay Yadav,,23,2022,Mumbai Indians,0
24,,,,0.0,,0,14.0,1,2019,0,1,P Ray Barman,,56,2019,Royal Challengers Bangalore,0
102,,13,3,20.62,12.7,3,9.7,5,2021,0,5,KW Richardson,,165,2016,Royal Challengers Bangalore,8
0,,,,0.0,,6,,0,2010,0,25,GC Smith,,0,2008,Rajasthan Royals,0
0,,,,0.0,,21,,0,2020,0,50,SPD Smith,,0,2014,Rajasthan Royals,0
258,,30,3,37.2,25.8,1,8.65,13,2024,0,13,Suyash Sharma,,372,2023,Kolkata Knight Riders,10
0,,,,0.0,,1,,0,2008,0,3,T Taibu,,0,2008,Kolkata Knight Riders,0
6,,5,1,5.0,6.0,7,5.0,1,2024,0,14,Shashank Singh,,5,2024,Kings XI Punjab,1
114,,26,2,41.25,28.5,1,8.68,5,2015,0,5,Shivam Sharma,,165,2014,Kings XI Punjab,4
150,,19,2,28.57,21.4,2,8.0,7,2011,0,7,AM Salvi,,200,2009,Delhi Daredevils,7
72,,,,0.0,,3,9.5,3,2020,0,3,DR Sams,,114,2020,Delhi Daredevils,0
48,,50,2,30.0,16.0,1,11.25,2,2014,0,2,K Santokie,,90,2014,Mumbai Indians,3
79,,11,1,61.0,39.5,6,9.26,8,2011,0,21,R Sathish,,122,2010,Mumbai Indians,2
0,,,,0.0,,2,,0,2015,0,5,RR Rossouw,,0,2014,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2022,0,3,SE Rutherford,,0,2022,Royal Challengers Bangalore,0
181,,26,3,22.44,20.1,0,6.69,8,2019,1,8,IS Sodhi,,202,2018,Rajasthan Royals,9
247,,14,6,12.09,11.2,4,6.46,11,2008,0,11,Sohail Tanvir,,266,2008,Rajasthan Royals,22
78,,7,1,47.0,39.0,8,7.23,10,2015,0,29,RN ten Doeschate,,94,2011,Kolkata Knight Riders,2
126,,23,2,31.42,18.0,4,10.47,9,2023,0,11,SN Thakur,,220,2023,Kolkata Knight Riders,7
0,,,,0.0,,2,,0,2024,0,1,Shivam Singh,,0,2024,Kings XI Punjab,0
0,,,,0.0,,7,,0,2017,0,28,SV Samson,,0,2016,Delhi Daredevils,0
0,,,,0.0,,10,,0,2009,0,14,PR Shah,,0,2008,Mumbai Indians,0
6,,,,0.0,,0,11.0,1,2009,0,1,RA Shaikh,,11,2009,Mumbai Indians,0
102,,14,2,38.33,34.0,2,6.76,5,2009,0,5,JD Ryder,,115,2009,Royal Challengers Bangalore,3
10,,4,2,4.0,5.0,3,4.8,2,2021,0,15,Sachin Baby,,8,2016,Royal Challengers Bangalore,2
228,,32,2,53.83,38.0,6,8.5,10,2015,1,10,TG Southee,,323,2014,Rajasthan Royals,6
18,,,,0.0,,0,11.66,1,2015,0,1,BB Sran,,35,2015,Rajasthan Royals,0
18,,11,1,34.0,18.0,30,11.33,3,2013,0,54,MK Tiwary,,34,2010,Kolkata Knight Riders,1
24,,,,0.0,,3,6.25,3,2023,0,6,MW Short,,25,2023,Kings XI Punjab,0
18,,,,0.0,,1,11.33,2,2017,0,5,MN Samuels,,34,2017,Delhi Daredevils,0
184,,16,4,16.46,14.1,3,6.97,9,2017,0,9,KV Sharma,,214,2017,Mumbai Indians,13
372,,7,3,40.5,26.5,18,9.14,27,2023,0,39,Shahbaz Ahmed,,567,2020,Royal Challengers Bangalore,14
586,,24,2,48.7,34.4,6,8.47,28,2021,1,28,NA Saini,,828,2019,Royal Challengers Bangalore,17
130,,20,2,32.6,26.0,0,7.52,7,2013,2,7,S Sreesanth,,163,2013,Rajasthan Royals,5
0,,,,0.0,,0,,0,2022,0,1,A Tomar,,0,2022,Kolkata Knight Riders,0
84,,19,1,47.0,28.0,5,10.07,7,2024,0,9,Sikandar Raza,,141,2023,Kings XI Punjab,3
48,,33,1,82.0,48.0,0,10.25,2,2015,0,3,GS Sandhu,,82,2015,Delhi Daredevils,1
610,,18,3,28.72,21.0,5,8.19,28,2010,1,28,PJ Sangwan,,833,2008,Delhi Daredevils,29
63,,20,1,114.0,63.0,79,10.85,10,2024,0,212,RG Sharma,,114,2011,Mumbai Indians,1
18,,,,0.0,,1,8.33,2,2015,0,2,DJG Sammy,,25,2015,Royal Challengers Bangalore,0
36,,24,1,39.0,36.0,0,6.5,2,2021,0,2,DR Sams,,39,2021,Royal Challengers Bangalore,1
419,,15,3,41.12,26.1,16,9.42,25,2021,1,31,BA Stokes,,658,2018,Rajasthan Royals,16
0,,,,0.0,,11,,0,2021,0,28,RA Tripathi,,0,2020,Kolkata Knight Riders,0
360,,29,3,45.16,30.0,3,9.03,18,2010,0,19,VRV Singh,,542,2008,Kings XI Punjab,12
136,,18,2,39.16,22.6,29,10.36,15,2013,0,79,V Sehwag,,235,2008,Delhi Daredevils,6
72,,54,1,159.0,72.0,0,13.25,5,2024,0,6,R Shepherd,,159,2024,Mumbai Indians,1
96,,21,1,49.0,32.0,1,9.18,4,2016,0,4,T Shamsi,,147,2016,Royal Challengers Bangalore,3
30,,,,0.0,,0,11.4,2,2024,0,2,H Sharma,,57,2023,Royal Challengers Bangalore,0
473,,13,3,27.6,20.5,6,8.05,21,2013,1,21,SW Tait,,635,2010,Rajasthan Royals,23
564,,20,4,30.86,24.5,3,7.55,26,2015,0,26,PV Tambe,,710,2013,Rajasthan Royals,23
135,,23,4,15.33,11.2,0,8.17,6,2008,1,6,Umar Gul,,184,2008,Kolkata Knight Riders,12
206,,26,3,31.6,20.6,3,9.2,11,2016,0,12,JD Unadkat,,316,2010,Kolkata Knight Riders,10
90,,30,4,29.66,15.0,2,11.86,6,2022,0,6,OF Smith,,178,2022,Kings XI Punjab,6
0,,,,0.0,,1,,0,2022,0,2,TL Seifert,,0,2022,Delhi Daredevils,0
204,,34,2,62.8,40.8,5,9.23,13,2023,0,13,HR Shokeen,,314,2022,Mumbai Indians,5
273,,19,2,28.05,16.0,6,10.48,16,2024,0,17,KV Sharma,,477,2009,Royal Challengers Bangalore,17
6,,,,0.0,,4,11.0,1,2011,0,12,LRPL Taylor,,11,2011,Rajasthan Royals,0
570,,25,3,36.0,27.1,11,7.95,31,2021,0,32,R Tewatia,,756,2014,Rajasthan Royals,21
0,,,,0.0,,36,,0,2019,0,86,RV Uthappa,,0,2014,Kolkata Knight Riders,0
0,,,,0.0,,2,,0,2010,0,3,RS Sodhi,,0,2010,Kings XI Punjab,0
0,,,,0.0,,2,,0,2010,0,11,S Sohal,,0,2008,Kings XI Punjab,0
30,,22,1,58.0,30.0,6,11.6,4,2018,0,13,V Shankar,,58,2018,Delhi Daredevils,1
678,,34,3,27.73,19.9,3,8.34,34,2024,3,34,I Sharma,,943,2019,Delhi Daredevils,34
18,,,,0.0,,0,10.33,1,2012,0,1,R Shukla,,31,2012,Mumbai Indians,0
18,,34,1,34.0,18.0,10,11.33,1,2017,0,29,LMP Simmons,,34,2014,Mumbai Indians,1
239,,13,3,25.76,18.3,4,8.41,11,2013,0,11,RP Singh,,335,2013,Royal Challengers Bangalore,13
228,,30,3,63.16,38.0,6,9.97,11,2019,0,11,TG Southee,,379,2018,Royal Challengers Bangalore,6
24,,40,1,40.0,24.0,0,10.0,1,2015,0,1,J Theron,,40,2015,Rajasthan Royals,1
60,,6,2,15.8,12.0,1,7.9,4,2019,0,4,O Thomas,,79,2019,Rajasthan Royals,5
0,,,,0.0,,7,,0,2009,0,5,MN van Wyk,,0,2009,Kolkata Knight Riders,0
1570,,20,5,23.98,19.1,14,7.51,69,2024,1,70,CV Varun,,1967,2020,Kolkata Knight Riders,82
132,,50,2,57.25,33.0,2,10.4,6,2018,0,6,BB Sran,,229,2018,Kings XI Punjab,4
24,,45,1,45.0,24.0,0,11.25,1,2020,0,1,MM Sharma,,45,2020,Delhi Daredevils,1
246,,28,3,31.8,24.6,3,7.75,11,2012,0,11,RP Singh,,318,2012,Mumbai Indians,10
12,,,,0.0,,0,12.0,1,2010,0,1,S Sriram,,24,2010,Royal Challengers Bangalore,0
48,,29,2,35.0,24.0,1,8.75,2,2017,0,2,B Stanlake,,70,2017,Royal Challengers Bangalore,2
0,,,,0.0,,7,,0,2019,0,20,RA Tripathi,,0,2018,Rajasthan Royals,0
1506,,25,4,29.29,23.1,14,7.58,75,2013,2,76,SK Trivedi,,1904,2008,Rajasthan Royals,65
215,,26,2,38.44,23.8,3,9.65,11,2018,0,11,R Vinay Kumar,,346,2014,Kolkata Knight Riders,9
559,,29,3,29.32,19.9,2,8.81,28,2010,0,28,S Sreesanth,,821,2008,Kings XI Punjab,28
36,,33,1,65.0,36.0,0,10.83,2,2014,0,2,R Sharma,,65,2014,Delhi Daredevils,1
174,,26,3,26.33,19.3,11,8.17,13,2013,0,24,DR Smith,,237,2008,Mumbai Indians,9
318,,24,3,35.41,26.5,5,8.01,14,2017,1,14,TG Southee,,425,2016,Mumbai Indians,12
580,,15,4,20.38,17.0,16,7.16,26,2015,1,27,MA Starc,,693,2014,Royal Challengers Bangalore,34
754,,18,3,28.81,23.5,7,7.33,33,2020,1,33,DW Steyn,,922,2008,Royal Challengers Bangalore,32
0,,,,0.0,,0,,0,2019,0,4,AJ Turner,,0,2019,Rajasthan Royals,0
24,,50,1,50.0,24.0,0,12.5,1,2020,0,1,AJ Tye,,50,2020,Rajasthan Royals,1
18,,,,0.0,,2,12.66,1,2023,0,3,D Wiese,,38,2023,Kolkata Knight Riders,0
264,,6,3,22.7,15.5,6,8.77,13,2017,0,13,CR Woakes,,386,2017,Kolkata Knight Riders,17
282,,20,2,31.5,20.1,3,9.38,14,2011,0,14,SJ Srivastava,,441,2010,Kings XI Punjab,14
0,,,,0.0,,18,,0,2024,0,79,PP Shaw,,0,2018,Delhi Daredevils,0
51,,6,1,42.5,25.5,5,10.0,5,2008,0,7,Shoaib Malik,,85,2008,Delhi Daredevils,2
24,,,,0.0,,0,12.75,2,2019,0,2,BB Sran,,51,2019,Mumbai Indians,0
12,,14,1,14.0,12.0,0,7.0,1,2023,0,4,T Stubbs,,14,2022,Mumbai Indians,1
100,,13,1,72.5,50.0,2,8.7,6,2019,0,10,MP Stoinis,,145,2019,Royal Challengers Bangalore,2
90,,28,2,22.16,15.0,2,8.86,7,2024,0,7,Swapnil Singh,,133,2024,Royal Challengers Bangalore,6
796,,15,3,44.13,27.4,11,9.64,39,2021,0,39,JD Unadkat,,1280,2018,Rajasthan Royals,29
36,,41,2,33.0,18.0,0,11.0,2,2010,0,2,A Uniyal,,66,2010,Rajasthan Royals,2
6,,,,0.0,,25,8.0,1,2017,0,54,SA Yadav,,8,2014,Kolkata Knight Riders,0
1371,,23,4,29.55,21.0,20,8.4,67,2023,2,67,UT Yadav,,1921,2014,Kolkata Knight Riders,65
0,,,,0.0,,2,,0,2009,0,7,TM Srivastava,,0,2008,Kings XI Punjab,0
56,,31,1,83.0,56.0,1,8.89,5,2014,0,5,LR Shukla,,83,2014,Delhi Daredevils,1
246,,14,2,36.8,24.6,8,8.97,13,2016,0,14,J Suchith,,368,2015,Mumbai Indians,10
36,,,,0.0,,3,8.33,3,2012,0,10,TL Suman,,50,2011,Mumbai Indians,0
192,,15,2,35.37,24.0,1,8.84,11,2013,0,11,J Syed Mohammad,,283,2011,Royal Challengers Bangalore,8
0,,,,0.0,,2,,0,2014,0,5,YV Takawale,,0,2014,Royal Challengers Bangalore,0
0,,,,0.0,,3,,0,2020,0,12,RV Uthappa,,0,2020,Rajasthan Royals,0
0,,,,0.0,,0,,0,2009,0,2,PC Valthaty,,0,2009,Rajasthan Royals,0
0,,,,0.0,,3,,0,2009,0,8,Yashpal Singh,,0,2009,Kolkata Knight Riders,0
267,,15,4,32.61,20.5,5,9.52,18,2018,0,19,MP Stoinis,,424,2016,Kings XI Punjab,13
54,,13,1,49.0,27.0,1,10.88,3,2014,0,3,R Shukla,,98,2014,Delhi Daredevils,2
