balls,best_innings_bowled,best_innings_bowled_runs,best_innings_bowled_wickets,bowling_average,bowling_stike_rate,catches_taken,economy_rate,innings_bowled,last_played_year,maidens_earned,matches_played,player,playing_span,runs_conceded,start_year,team_name,wickets
0,,,,0.0,,2,,0,2021,0,6,KM Jadhav,,0,2021,Sunrisers Hyderabad,0
204,,31,2,29.6,20.4,0,8.7,9,2012,0,9,V Pratap Singh,,296,2012,Deccan Chargers,10
102,,37,2,64.0,34.0,1,11.29,5,2020,0,5,TU Deshpande,,192,2020,Delhi Daredevils,3
0,,,,0.0,,4,,0,2016,0,10,SS Tiwary,,0,2016,Rising Pune Supergiants,0
0,,,,0.0,,6,,0,2010,0,15,S Dhawan,,0,2009,Mumbai Indians,0
156,,15,2,33.2,31.2,9,6.38,10,2018,0,26,JP Duminy,,166,2009,Mumbai Indians,5
71,,28,1,50.5,35.5,0,8.53,3,2013,0,3,KW Richardson,,101,2013,Pune Warriors,2
44,,12,3,18.0,14.6,1,7.36,5,2010,0,5,JM Kemp,,54,2010,Chennai Super Kings,3
64,,15,2,20.25,16.0,3,7.59,7,2020,0,15,S Dube,,81,2019,Royal Challengers Bangalore,4
0,,,,0.0,,15,,0,2024,0,45,F du Plessis,,0,2022,Royal Challengers Bangalore,0
816,,16,4,26.68,19.9,10,8.04,41,2021,1,42,S Gopal,,1094,2018,Rajasthan Royals,41
0,,,,0.0,,4,,0,2012,0,11,SP Goswami,,0,2012,Rajasthan Royals,0
0,,,,0.0,,4,,0,2011,0,5,SP Goswami,,0,2011,Kolkata Knight Riders,0
66,,,,0.0,,9,8.45,6,2010,0,22,K Goel,,93,2008,Kings XI Punjab,0
414,,25,3,37.22,23.0,12,9.71,19,2024,1,19,M Jansen,,670,2022,Sunrisers Hyderabad,18
18,,19,1,28.0,18.0,11,9.33,2,2012,0,30,DB Ravi Teja,,28,2008,Deccan Chargers,1
0,,,,0.0,,0,,0,2012,0,5,PA Reddy,,0,2012,Deccan Chargers,0
0,,,,0.0,,22,,0,2010,0,28,AB de Villiers,,0,2008,Delhi Daredevils,0
6,,,,0.0,,5,12.0,1,2017,0,14,RA Tripathi,,12,2017,Rising Pune Supergiants,0
275,,30,5,13.41,11.4,9,7.02,12,2017,3,12,JD Unadkat,,322,2017,Rising Pune Supergiants,24
0,,,,0.0,,3,,0,2014,0,3,BR Dunk,,0,2014,Mumbai Indians,0
234,,18,4,17.29,13.7,3,7.53,10,2010,0,10,CRD Fernando,,294,2008,Mumbai Indians,17
134,,8,1,37.6,26.8,8,8.41,11,2012,1,24,JD Ryder,,188,2011,Pune Warriors,5
48,,37,2,35.5,24.0,0,8.87,2,2019,0,2,SC Kuggeleijn,,71,2019,Chennai Super Kings,2
102,,10,2,24.0,20.4,4,7.05,5,2012,0,6,KMDN Kulasekara,,120,2011,Chennai Super Kings,5
42,,32,3,14.0,10.5,0,8.0,2,2009,1,2,D du Preez,,56,2009,Royal Challengers Bangalore,4
144,,23,2,28.33,16.0,4,10.62,7,2024,0,7,LH Ferguson,,255,2024,Royal Challengers Bangalore,9
360,,12,2,39.83,30.0,10,7.96,22,2019,0,22,K Gowtham,,478,2018,Rajasthan Royals,12
17,,,,0.0,,0,8.47,1,2020,0,1,CJ Green,,24,2020,Kolkata Knight Riders,0
168,,24,2,36.57,24.0,0,9.14,8,2013,0,8,MS Gony,,256,2013,Kings XI Punjab,7
48,,45,1,84.0,48.0,0,10.5,2,2020,0,2,K Gowtham,,84,2020,Kings XI Punjab,1
30,,9,1,40.0,30.0,0,8.0,2,2018,0,2,CJ Jordan,,40,2017,Sunrisers Hyderabad,1
48,,,,0.0,,1,10.0,2,2010,0,2,KAJ Roach,,80,2010,Deccan Chargers,0
0,,,,0.0,,0,,0,2012,0,1,BB Samantray,,0,2012,Deccan Chargers,0
0,,,,0.0,,27,,0,2021,0,63,S Dhawan,,0,2008,Delhi Daredevils,0
0,,,,0.0,,2,,0,2023,0,4,YV Dhull,,0,2023,Delhi Daredevils,0
180,,16,3,23.12,22.5,5,6.16,10,2017,0,11,Washington Sundar,,185,2017,Rising Pune Supergiants,8
221,,19,6,14.63,11.6,0,7.54,11,2017,0,11,A Zampa,,278,2016,Rising Pune Supergiants,19
0,,,,0.0,,0,,0,2015,0,3,AJ Finch,,0,2015,Mumbai Indians,0
151,,18,2,24.44,16.7,6,8.74,15,2012,0,20,JEC Franklin,,220,2011,Mumbai Indians,9
196,,39,3,27.77,21.7,1,7.65,9,2013,0,10,MN Samuels,,250,2012,Pune Warriors,9
42,,25,1,71.0,42.0,0,10.14,2,2013,0,2,B Laughlin,,71,2013,Chennai Super Kings,1
0,,,,0.0,,8,,0,2015,0,28,BB McCullum,,0,2014,Chennai Super Kings,0
0,,,,0.0,,3,,0,2020,0,12,AJ Finch,,0,2020,Royal Challengers Bangalore,0
24,,34,1,34.0,24.0,0,8.5,1,2013,0,1,Harmeet Singh,,34,2013,Rajasthan Royals,1
60,,25,2,24.33,20.0,2,7.3,3,2009,0,3,SM Harwood,,73,2009,Rajasthan Royals,3
162,,25,2,34.0,23.1,0,8.81,8,2019,0,8,HF Gurney,,238,2019,Kolkata Knight Riders,7
0,,,,0.0,,6,,0,2017,0,7,MJ Guptill,,0,2017,Kings XI Punjab,0
78,,15,2,19.4,15.6,13,7.46,6,2017,0,30,Gurkeerat Singh,,97,2012,Kings XI Punjab,5
85,,30,1,85.5,42.5,0,12.07,5,2023,0,5,Kartik Tyagi,,171,2022,Sunrisers Hyderabad,2
976,,29,4,26.92,18.7,7,8.6,43,2021,1,43,S Kaul,,1400,2017,Sunrisers Hyderabad,52
0,,,,0.0,,26,,0,2012,0,25,KC Sangakkara,,0,2011,Deccan Chargers,0
151,,3,1,42.75,37.7,13,6.79,13,2010,0,27,TM Dilshan,,171,2008,Delhi Daredevils,4
102,,42,2,30.4,20.4,0,8.94,5,2011,0,6,AB Dinda,,152,2011,Delhi Daredevils,5
0,,,,0.0,,3,,0,2014,0,9,CM Gautam,,0,2014,Mumbai Indians,0
768,,13,3,25.11,22.5,11,6.67,36,2013,1,36,R Sharma,,854,2011,Pune Warriors,34
0,,,,0.0,,1,,0,2011,0,4,GC Smith,,0,2011,Pune Warriors,0
36,,37,1,51.0,36.0,1,8.5,2,2023,0,2,SSB Magala,,51,2023,Chennai Super Kings,1
56,,21,2,27.0,18.6,1,8.67,4,2012,0,5,VY Mahesh,,81,2012,Chennai Super Kings,3
90,,27,1,45.0,30.0,1,9.0,5,2021,0,5,GHS Garton,,135,2021,Royal Challengers Bangalore,3
340,,21,3,32.92,26.1,16,7.55,24,2017,0,85,CH Gayle,,428,2011,Royal Challengers Bangalore,13
36,,30,1,40.0,36.0,0,6.66,2,2009,0,2,T Henderson,,40,2009,Rajasthan Royals,1
0,,,,0.0,,18,,0,2024,0,41,SO Hetmyer,,0,2022,Rajasthan Royals,0
0,,,,0.0,,0,,0,2011,0,1,BJ Haddin,,0,2011,Kolkata Knight Riders,0
42,,,,0.0,,1,9.0,3,2021,0,3,Harbhajan Singh,,63,2021,Kolkata Knight Riders,0
18,,,,0.0,,0,14.0,1,2023,0,1,Gurnoor Brar,,42,2023,Kings XI Punjab,0
202,,24,3,23.16,16.8,2,8.25,10,2013,0,10,Harmeet Singh,,278,2012,Kings XI Punjab,12
0,,,,0.0,,11,,0,2024,0,28,H Klaasen,,0,2023,Sunrisers Hyderabad,0
3268,,19,5,26.81,20.8,29,7.72,145,2024,12,145,B Kumar,,4210,2014,Sunrisers Hyderabad,157
30,,18,1,42.0,30.0,0,8.4,2,2008,0,2,PM Sarvesh Kumar,,42,2008,Deccan Chargers,1
180,,28,3,25.0,20.0,4,7.5,10,2008,0,10,Shahid Afridi,,225,2008,Deccan Chargers,9
66,,19,1,91.0,66.0,1,8.27,4,2023,0,4,P Dubey,,91,2020,Delhi Daredevils,1
342,,17,4,32.38,26.3,13,7.38,25,2016,0,38,JP Duminy,,421,2014,Delhi Daredevils,13
0,,,,0.0,,0,,0,2012,0,3,HH Gibbs,,0,2012,Mumbai Indians,0
157,,25,2,22.1,15.7,2,8.44,9,2024,0,9,S Gopal,,221,2014,Mumbai Indians,10
2,,,,0.0,,14,15.0,1,2013,0,22,SPD Smith,,5,2012,Pune Warriors,0
12,,15,1,15.0,12.0,2,7.5,1,2013,0,7,TL Suman,,15,2013,Pune Warriors,1
0,,,,0.0,,3,,0,2014,0,12,M Manhas,,0,2014,Chennai Super Kings,0
15,,,,0.0,,0,7.6,1,2022,0,1,AF Milne,,19,2022,Chennai Super Kings,0
0,,,,0.0,,3,,0,2010,0,7,SP Goswami,,0,2008,Royal Challengers Bangalore,0
211,,12,2,30.3,21.1,5,8.61,13,2024,0,13,C Green,,303,2024,Royal Challengers Bangalore,10
18,,13,1,24.0,18.0,15,8.0,3,2014,0,33,BJ Hodge,,24,2012,Rajasthan Royals,1
236,,31,2,28.4,23.6,1,7.22,10,2013,0,10,GB Hogg,,284,2012,Rajasthan Royals,10
0,,,,0.0,,0,,0,2010,0,1,Harpreet Singh,,0,2010,Kolkata Knight Riders,0
385,,24,3,23.24,15.4,6,9.05,19,2024,1,21,Harshit Rana,,581,2022,Kolkata Knight Riders,25
679,,30,4,35.8,27.1,14,7.9,39,2024,1,41,Harpreet Brar,,895,2019,Kings XI Punjab,25
216,,35,2,47.0,30.8,3,9.13,12,2015,0,12,P Kumar,,329,2015,Sunrisers Hyderabad,7
264,,12,5,28.54,24.0,3,7.13,12,2011,0,12,I Sharma,,314,2011,Deccan Chargers,11
12,,,,0.0,,4,6.5,1,2012,0,8,AJ Finch,,13,2011,Delhi Daredevils,0
0,,,,0.0,,3,,0,2024,0,9,J Fraser-McGurk,,0,2024,Delhi Daredevils,0
24,,,,0.0,,1,8.25,1,2023,0,1,R Goyal,,33,2023,Mumbai Indians,0
117,,30,3,26.16,19.5,0,8.05,5,2011,0,5,JE Taylor,,157,2011,Pune Warriors,6
36,,18,1,70.0,36.0,9,11.66,2,2024,0,13,DJ Mitchell,,70,2024,Chennai Super Kings,1
0,,,,0.0,,6,,0,2020,0,11,Gurkeerat Singh,,0,2019,Royal Challengers Bangalore,0
171,,29,2,71.0,42.7,3,9.96,8,2023,0,8,JO Holder,,284,2023,Rajasthan Royals,4
40,,6,2,18.5,20.0,0,5.55,2,2016,1,2,JW Hastings,,37,2016,Kolkata Knight Riders,2
73,,32,1,53.5,36.5,3,8.79,4,2009,0,4,MC Henriques,,107,2009,Kolkata Knight Riders,2
0,,,,0.0,,1,,0,2024,0,5,Harpreet Singh,,0,2023,Kings XI Punjab,0
462,,34,4,23.36,18.4,10,7.58,21,2013,1,21,RJ Harris,,584,2011,Kings XI Punjab,25
360,,15,4,27.95,18.0,3,9.31,17,2024,0,17,M Markande,,559,2023,Sunrisers Hyderabad,20
124,,42,2,33.4,24.8,1,8.08,6,2010,0,6,R Sharma,,167,2010,Deccan Chargers,5
276,,6,4,24.21,19.7,22,7.36,22,2010,0,45,RG Sharma,,339,2008,Deccan Chargers,14
0,,,,0.0,,8,,0,2018,0,46,G Gambhir,,0,2008,Delhi Daredevils,0
0,,,,0.0,,0,,0,2023,0,2,PK Garg,,0,2023,Delhi Daredevils,0
228,,41,2,60.16,38.0,5,9.5,16,2023,0,16,C Green,,361,2023,Mumbai Indians,6
0,,,,0.0,,2,,0,2013,0,5,LRPL Taylor,,0,2013,Pune Warriors,0
12,,,,0.0,,0,10.0,1,2020,0,1,Monu Kumar,,20,2020,Chennai Super Kings,0
35,,31,1,59.0,35.0,1,10.11,2,2015,0,2,RG More,,59,2015,Chennai Super Kings,1
333,,25,4,19.69,14.4,1,8.16,15,2023,1,15,JR Hazlewood,,453,2022,Royal Challengers Bangalore,23
91,,35,1,129.0,91.0,1,8.5,7,2015,0,14,DJ Hooda,,129,2015,Rajasthan Royals,1
12,,,,0.0,,1,8.5,1,2014,0,1,Iqbal Abdulla,,17,2014,Rajasthan Royals,0
150,,29,3,22.44,16.6,6,8.08,13,2010,0,19,BJ Hodge,,202,2008,Kolkata Knight Riders,9
222,,29,4,22.0,17.0,3,7.72,11,2016,1,11,GB Hogg,,286,2015,Kolkata Knight Riders,13
150,,36,3,26.11,16.6,3,9.4,7,2015,0,7,BE Hendricks,,235,2014,Kings XI Punjab,9
60,,12,3,11.25,15.0,1,4.5,5,2021,0,5,MC Henriques,,45,2021,Kings XI Punjab,4
97,,8,1,74.5,48.5,22,9.21,12,2024,0,38,AK Markram,,149,2022,Sunrisers Hyderabad,2
4,,,,0.0,,0,9.0,1,2020,0,1,MR Marsh,,6,2020,Sunrisers Hyderabad,0
102,,20,2,30.4,20.4,4,8.94,7,2009,0,8,Shoaib Ahmed,,152,2009,Deccan Chargers,5
6,,,,0.0,,3,21.0,1,2008,0,3,LPC Silva,,21,2008,Deccan Chargers,0
0,,,,0.0,,0,,0,2015,0,4,CM Gautam,,0,2013,Delhi Daredevils,0
48,,50,1,91.0,48.0,3,11.37,2,2008,0,2,B Geeves,,91,2008,Delhi Daredevils,1
0,,,,0.0,,0,,0,2016,0,3,MJ Guptill,,0,2016,Mumbai Indians,0
2919,,18,5,26.65,22.9,40,6.95,134,2017,5,136,Harbhajan Singh,,3385,2008,Mumbai Indians,127
315,,22,3,29.0,22.5,3,7.73,15,2012,2,15,AC Thomas,,406,2011,Pune Warriors,14
54,,,,0.0,,1,9.0,3,2013,0,3,K Upadhyay,,81,2012,Pune Warriors,0
1525,,32,4,27.02,20.0,15,8.08,75,2013,3,78,JA Morkel,,2054,2008,Chennai Super Kings,76
300,,40,3,26.73,20.0,5,8.02,16,2013,0,16,CH Morris,,401,2013,Chennai Super Kings,15
48,,30,2,40.5,24.0,3,10.12,5,2017,0,10,TM Head,,81,2016,Royal Challengers Bangalore,2
127,,14,2,26.42,18.1,5,8.74,8,2013,0,10,MC Henriques,,185,2013,Royal Challengers Bangalore,7
153,,15,3,28.66,25.5,11,6.74,12,2009,0,27,RA Jadeja,,172,2008,Rajasthan Royals,6
1,,,,0.0,,18,36.0,1,2024,0,53,YBK Jaiswal,,6,2020,Rajasthan Royals,0
78,,33,2,51.5,39.0,0,7.92,4,2016,0,4,JO Holder,,103,2016,Kolkata Knight Riders,2
162,,23,1,122.0,81.0,10,9.03,13,2010,0,23,DJ Hussey,,244,2008,Kolkata Knight Riders,2
30,,31,1,71.0,30.0,0,14.2,2,2017,0,2,MJ Henry,,71,2017,Kings XI Punjab,1
102,,15,1,72.5,51.0,10,8.52,8,2021,0,19,DJ Hooda,,145,2020,Kings XI Punjab,2
597,,19,4,26.21,21.3,2,7.37,27,2014,1,27,A Mishra,,734,2013,Sunrisers Hyderabad,28
343,,11,4,31.38,26.3,11,7.13,17,2021,0,17,Mohammad Nabi,,408,2017,Sunrisers Hyderabad,13
918,,22,4,24.09,18.0,16,8.03,42,2010,2,42,RP Singh,,1229,2008,Deccan Chargers,51
107,,22,1,80.0,53.5,6,8.97,10,2010,0,11,DR Smith,,160,2009,Deccan Chargers,2
6,,,,0.0,,1,12.0,1,2024,0,2,Gulbadin Naib,,12,2024,Delhi Daredevils,0
18,,,,0.0,,0,15.66,1,2012,0,1,Sunny Gupta,,47,2012,Delhi Daredevils,0
0,,,,0.0,,3,,0,2014,0,9,MEK Hussey,,0,2014,Mumbai Indians,0
0,,,,0.0,,25,,0,2013,0,46,RV Uthappa,,0,2011,Pune Warriors,0
96,,16,3,30.25,24.0,1,7.56,7,2011,0,7,SB Wagh,,121,2011,Pune Warriors,4
279,,46,4,28.18,17.4,3,9.69,14,2024,0,14,Mukesh Choudhary,,451,2022,Chennai Super Kings,16
0,,,,0.0,,3,,0,2008,0,2,A Mukund,,0,2008,Chennai Super Kings,0
0,,,,0.0,,3,,0,2019,0,5,SO Hetmyer,,0,2019,Royal Challengers Bangalore,0
294,,40,3,34.83,24.5,5,8.53,15,2017,1,15,Iqbal Abdulla,,418,2015,Royal Challengers Bangalore,12
37,,,,0.0,,4,11.18,5,2010,0,13,AA Jhunjhunwala,,69,2010,Rajasthan Royals,0
0,,,,0.0,,12,,0,2024,0,28,DC Jurel,,0,2023,Rajasthan Royals,0
0,,,,0.0,,1,,0,2022,0,3,B Indrajith,,0,2022,Kolkata Knight Riders,0
614,,24,3,24.07,21.9,8,6.58,32,2013,0,33,Iqbal Abdulla,,674,2008,Kolkata Knight Riders,28
168,,2,2,39.42,24.0,3,9.85,11,2008,0,11,JR Hopes,,276,2008,Kings XI Punjab,7
138,,2,2,48.0,34.5,14,8.34,12,2013,0,36,DJ Hussey,,192,2011,Kings XI Punjab,4
138,,32,4,21.2,13.8,1,9.21,6,2017,0,6,Mohammed Siraj,,212,2017,Sunrisers Hyderabad,10
0,,,,0.0,,8,,0,2016,0,16,EJG Morgan,,0,2015,Sunrisers Hyderabad,0
0,,,,0.0,,0,,0,2011,0,11,S Sohal,,0,2011,Deccan Chargers,0
24,,35,1,35.0,24.0,1,8.75,1,2010,0,1,MC Henriques,,35,2010,Delhi Daredevils,1
0,,,,0.0,,11,,0,2021,0,26,SO Hetmyer,,0,2020,Delhi Daredevils,0
0,,,,0.0,,47,,0,2024,0,89,Ishan Kishan,,0,2018,Mumbai Indians,0
0,,,,0.0,,3,,0,2012,0,7,DJ Jacobs,,0,2011,Mumbai Indians,0
71,,12,1,62.0,35.5,2,10.47,6,2013,0,7,LJ Wright,,124,2012,Pune Warriors,2
306,,29,4,22.93,20.4,6,6.74,23,2013,0,27,Yuvraj Singh,,344,2011,Pune Warriors,15
936,,11,3,24.85,23.4,11,6.37,40,2010,1,40,M Muralidaran,,994,2008,Chennai Super Kings,40
206,,29,4,22.71,14.7,1,9.26,9,2024,1,9,Mustafizur Rahman,,318,2024,Chennai Super Kings,14
54,,23,1,50.0,27.0,3,11.11,5,2024,0,8,WG Jacks,,100,2024,Royal Challengers Bangalore,2
0,,,,0.0,,9,,0,2023,0,19,KM Jadhav,,0,2016,Royal Challengers Bangalore,0
0,,,,0.0,,8,,0,2008,0,16,M Kaif,,0,2008,Rajasthan Royals,0
0,,,,0.0,,5,,0,2008,0,6,Kamran Akmal,,0,2008,Rajasthan Royals,0
6,,,,0.0,,15,7.0,1,2024,0,29,SS Iyer,,7,2022,Kolkata Knight Riders,0
81,,29,2,47.66,27.0,18,10.59,9,2024,0,51,VR Iyer,,143,2021,Kolkata Knight Riders,3
0,,,,0.0,,16,,0,2010,0,36,DPMD Jayawardene,,0,2008,Kings XI Punjab,0
602,,19,2,31.64,21.5,5,8.83,26,2016,1,26,MG Johnson,,886,2014,Kings XI Punjab,28
24,,29,2,14.5,12.0,0,7.25,1,2021,0,1,Mujeeb Ur Rahman,,29,2021,Sunrisers Hyderabad,2
382,,16,3,26.76,22.4,2,7.14,17,2017,1,17,Mustafizur Rahman,,455,2016,Sunrisers Hyderabad,17
553,,8,3,18.25,17.2,5,6.33,24,2012,3,24,DW Steyn,,584,2011,Deccan Chargers,32
210,,32,3,32.87,26.2,1,7.51,10,2009,0,10,SB Styris,,263,2008,Deccan Chargers,8
0,,,,0.0,,6,,0,2024,0,9,SD Hope,,0,2024,Delhi Daredevils,0
192,,25,1,38.85,27.4,3,8.5,9,2011,0,10,JR Hopes,,272,2011,Delhi Daredevils,7
24,,53,1,53.0,24.0,2,13.25,1,2023,0,1,D Jansen,,53,2023,Mumbai Indians,1
36,,28,2,22.5,18.0,1,7.5,2,2021,0,2,M Jansen,,45,2021,Mumbai Indians,2
119,,17,2,39.5,29.7,3,7.96,5,2013,0,5,DP Nannes,,158,2013,Chennai Super Kings,4
222,,25,2,54.5,37.0,5,8.83,12,2015,0,12,P Negi,,327,2014,Chennai Super Kings,6
0,,,,0.0,,4,,0,2009,0,8,W Jaffer,,0,2008,Royal Challengers Bangalore,0
22,,,,0.0,,0,11.18,1,2014,0,1,SB Jakati,,41,2014,Royal Challengers Bangalore,0
142,,18,3,19.66,15.7,4,7.47,8,2010,0,8,Kamran Khan,,177,2009,Rajasthan Royals,9
313,,29,2,37.76,24.0,3,9.41,14,2021,0,14,Kartik Tyagi,,491,2020,Rajasthan Royals,13
0,,,,0.0,,7,,0,2022,0,9,SP Jackson,,0,2017,Kolkata Knight Riders,0
0,,,,0.0,,1,,0,2023,0,6,N Jagadeesan,,0,2023,Kolkata Knight Riders,0
261,,17,3,30.76,20.0,5,9.19,13,2021,0,13,CJ Jordan,,400,2020,Kings XI Punjab,13
0,,,,0.0,,2,,0,2010,0,4,M Kaif,,0,2010,Kings XI Punjab,0
210,,19,2,38.0,26.2,2,8.68,11,2021,0,11,S Nadeem,,304,2019,Sunrisers Hyderabad,8
70,,46,1,136.0,70.0,0,11.65,3,2012,0,3,TP Sudhindra,,136,2012,Deccan Chargers,1
102,,14,2,26.4,20.4,5,7.76,7,2010,0,26,TL Suman,,132,2009,Deccan Chargers,5
434,,28,4,21.48,14.9,3,8.61,20,2016,0,20,Imran Tahir,,623,2014,Delhi Daredevils,29
0,,,,0.0,,1,,0,2019,0,15,CA Ingram,,0,2011,Delhi Daredevils,0
294,,14,3,30.0,22.6,4,7.95,21,2010,1,30,ST Jayasuriya,,390,2008,Mumbai Indians,13
504,,26,3,19.35,16.2,8,7.14,22,2017,1,22,MG Johnson,,600,2013,Mumbai Indians,31
462,,10,4,19.7,15.4,3,7.67,20,2015,0,20,A Nehra,,591,2014,Chennai Super Kings,30
324,,10,4,17.92,12.9,2,8.29,14,2021,2,14,L Ngidi,,448,2018,Chennai Super Kings,25
168,,41,3,29.88,18.6,2,9.6,9,2021,0,9,KA Jamieson,,269,2021,Royal Challengers Bangalore,9
168,,11,4,23.45,15.2,4,9.21,9,2016,0,9,CJ Jordan,,258,2016,Royal Challengers Bangalore,11
0,,,,0.0,,3,,0,2018,0,4,H Klaasen,,0,2018,Rajasthan Royals,0
0,,,,0.0,,1,,0,2024,0,4,T Kohler-Cadmore,,0,2024,Rajasthan Royals,0
0,,,,0.0,,0,,0,2017,0,2,IR Jaggi,,0,2017,Kolkata Knight Riders,0
126,,30,1,108.0,63.0,2,10.28,6,2018,0,6,MG Johnson,,216,2018,Kolkata Knight Riders,2
204,,54,4,26.75,17.0,2,9.44,9,2015,0,9,Karanveer Singh,,321,2014,Kings XI Punjab,12
0,,,,0.0,,7,,0,2011,0,14,KD Karthik,,0,2011,Kings XI Punjab,0
1261,,19,4,28.52,19.4,9,8.82,55,2024,2,55,T Natarajan,,1854,2020,Sunrisers Hyderabad,65
283,,15,3,23.29,16.6,2,8.39,14,2017,1,14,A Nehra,,396,2016,Sunrisers Hyderabad,17
0,,,,0.0,,4,,0,2010,0,5,B Sumanth,,0,2010,Deccan Chargers,0
0,,,,0.0,,34,,0,2021,0,87,SS Iyer,,0,2015,Delhi Daredevils,0
0,,,,0.0,,13,,0,2015,0,41,KM Jadhav,,0,2010,Delhi Daredevils,0
132,,7,1,79.0,44.0,1,10.77,6,2023,1,6,CJ Jordan,,237,2023,Mumbai Indians,3
52,,12,6,14.5,8.6,1,10.03,3,2019,1,3,AS Joseph,,87,2019,Mumbai Indians,6
210,,21,4,34.57,30.0,1,6.91,9,2008,2,9,M Ntini,,242,2008,Chennai Super Kings,7
189,,32,3,35.25,23.6,8,8.95,11,2009,0,15,JDP Oram,,282,2008,Chennai Super Kings,8
58,,43,1,115.0,58.0,0,11.89,3,2024,0,3,AS Joseph,,115,2024,Royal Challengers Bangalore,1
55,,27,1,82.0,55.0,0,8.94,4,2008,0,4,SB Joshi,,82,2008,Royal Challengers Bangalore,1
0,,,,0.0,,1,,0,2008,0,2,T Kohli,,0,2008,Rajasthan Royals,0
918,,13,3,27.45,21.8,16,7.53,48,2014,1,56,JH Kallis,,1153,2011,Kolkata Knight Riders,42
48,,51,1,91.0,48.0,1,11.37,2,2014,0,2,M Kartik,,91,2014,Kings XI Punjab,1
0,,,,0.0,,2,,0,2009,0,11,SM Katich,,0,2008,Kings XI Punjab,0
109,,17,2,69.0,36.3,6,11.39,9,2024,0,15,K Nitish Kumar Reddy,,207,2023,Sunrisers Hyderabad,3
0,,,,0.0,,36,,0,2017,0,56,NV Ojha,,0,2014,Sunrisers Hyderabad,0
503,,21,3,33.31,26.4,16,7.55,27,2010,0,28,A Symonds,,633,2008,Deccan Chargers,19
48,,37,2,33.0,24.0,0,8.25,2,2012,0,2,J Theron,,66,2012,Deccan Chargers,2
0,,,,0.0,,10,,0,2013,0,31,DPMD Jayawardene,,0,2012,Delhi Daredevils,0
60,,24,1,57.0,30.0,3,11.4,3,2024,0,3,A Kamboj,,114,2024,Mumbai Indians,2
438,,23,2,31.82,25.7,6,7.41,22,2015,4,23,IC Pandey,,541,2014,Chennai Super Kings,17
0,,,,0.0,,9,,0,2010,0,26,PA Patel,,0,2008,Chennai Super Kings,0
0,,,,0.0,,5,,0,2012,0,9,M Kaif,,0,2011,Royal Challengers Bangalore,0
824,,3,2,49.56,35.8,15,8.3,41,2010,2,42,JH Kallis,,1140,2008,Royal Challengers Bangalore,23
0,,,,0.0,,0,,0,2024,0,1,TK Kotian,,0,2024,Rajasthan Royals,0
701,,9,2,35.2,24.1,13,8.73,37,2019,3,37,DS Kulkarni,,1021,2014,Rajasthan Royals,29
0,,,,0.0,,35,,0,2021,0,61,KD Karthik,,0,2018,Kolkata Knight Riders,0
526,,17,3,36.31,32.8,10,6.62,25,2010,0,26,M Kartik,,581,2008,Kolkata Knight Riders,16
0,,,,0.0,,2,,0,2008,0,5,U Kaul,,0,2008,Kings XI Punjab,0
24,,36,2,18.0,12.0,0,9.0,1,2024,0,1,V Kaverappa,,36,2024,Kings XI Punjab,2
0,,,,0.0,,28,,0,2021,0,51,MK Pandey,,0,2018,Sunrisers Hyderabad,0
282,,21,3,19.72,15.6,0,7.55,13,2010,2,13,WPUJC Vaas,,355,2008,Deccan Chargers,18
0,,,,0.0,,0,,0,2013,0,7,MC Juneja,,0,2013,Delhi Daredevils,0
0,,,,0.0,,17,,0,2013,0,36,KD Karthik,,0,2012,Mumbai Indians,0
451,,28,4,17.41,13.2,6,7.87,20,2024,0,20,M Pathirana,,592,2022,Chennai Super Kings,34
0,,,,0.0,,36,,0,2024,0,60,KD Karthik,,0,2015,Royal Challengers Bangalore,0
125,,15,2,23.44,13.8,1,10.12,7,2018,0,7,B Laughlin,,211,2018,Rajasthan Royals,9
0,,,,0.0,,0,,0,2008,0,2,DS Lehmann,,0,2008,Rajasthan Royals,0
26,,44,2,32.0,13.0,0,14.76,2,2023,0,2,K Khejroliya,,64,2023,Kolkata Knight Riders,2
896,,20,4,30.9,22.4,11,8.27,43,2020,0,45,Kuldeep Yadav,,1236,2016,Kolkata Knight Riders,40
2,,,,0.0,,4,18.0,1,2021,0,15,SN Khan,,6,2019,Kings XI Punjab,0
84,,20,1,57.0,42.0,1,8.14,5,2015,0,5,Parvez Rasool,,114,2014,Sunrisers Hyderabad,2
180,,23,2,44.83,30.0,7,8.96,14,2010,0,33,Y Venugopal Rao,,269,2008,Deccan Chargers,6
152,,17,1,49.75,38.0,0,7.85,9,2008,0,9,DP Vijaykumar,,199,2008,Deccan Chargers,4
0,,,,0.0,,31,,0,2014,0,56,KD Karthik,,0,2008,Delhi Daredevils,0
209,,27,2,49.33,34.8,1,8.49,11,2014,2,11,S Kaul,,296,2013,Delhi Daredevils,6
234,,22,2,32.9,23.4,1,8.43,12,2023,0,12,K Kartikeya,,329,2022,Mumbai Indians,10
550,,21,3,25.53,21.1,6,7.24,26,2014,1,26,Z Khan,,664,2009,Mumbai Indians,26
6,,,,0.0,,0,19.0,1,2010,0,1,NLTC Perera,,19,2010,Chennai Super Kings,0
150,,30,2,39.66,25.0,3,9.52,7,2023,0,7,D Pretorius,,238,2022,Chennai Super Kings,6
234,,24,2,31.55,26.0,4,7.28,11,2013,0,11,M Kartik,,284,2013,Royal Challengers Bangalore,9
